['2', ['081109', '203518', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/mnt/hadoop/mapred/system/job_200811092030_0001/job.jar.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['571', ['081109', '203532', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000035_0/part-00035.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['572', ['081109', '203532', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000142_0/part-00142.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['573', ['081109', '203532', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000012_0/part-00012.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['574', ['081109', '203532', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000038_0/part-00038.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['575', ['081109', '203532', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000044_0/part-00044.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['576', ['081109', '203532', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000137_0/part-00137.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['577', ['081109', '203532', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000139_0/part-00139.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['578', ['081109', '203532', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000050_0/part-00050.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['579', ['081109', '203532', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000140_0/part-00140.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['580', ['081109', '203532', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000144_0/part-00144.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['581', ['081109', '203532', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000008_0/part-00008.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['582', ['081109', '203532', '32', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000030_0/part-00030.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['583', ['081109', '203532', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000037_0/part-00037.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['584', ['081109', '203532', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000045_0/part-00045.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['585', ['081109', '203532', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000132_0/part-00132.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['586', ['081109', '203532', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000135_0/part-00135.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['587', ['081109', '203532', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000136_0/part-00136.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['588', ['081109', '203532', '33', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000233_0/part-00233.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['589', ['081109', '203532', '34', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000134_0/part-00134.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['590', ['081109', '203532', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000017_0/part-00017.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['591', ['081109', '203532', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000114_0/part-00114.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['592', ['081109', '203532', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000125_0/part-00125.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['593', ['081109', '203532', '35', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000128_0/part-00128.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['719', ['081109', '203533', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000025_0/part-00025.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['720', ['081109', '203533', '26', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000222_0/part-00222.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['721', ['081109', '203533', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000016_0/part-00016.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['722', ['081109', '203533', '27', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000018_0/part-00018.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['723', ['081109', '203533', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000000_0/part-00000.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['724', ['081109', '203533', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000020_0/part-00020.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['725', ['081109', '203533', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000046_0/part-00046.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['726', ['081109', '203533', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000055_0/part-00055.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['727', ['081109', '203533', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000056_0/part-00056.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['728', ['081109', '203533', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000145_0/part-00145.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['729', ['081109', '203533', '28', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000280_0/part-00280.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['730', ['081109', '203533', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000065_0/part-00065.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['731', ['081109', '203533', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000070_0/part-00070.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['732', ['081109', '203533', '29', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000219_0/part-00219.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['733', ['081109', '203533', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000004_0/part-00004.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['734', ['081109', '203533', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000019_0/part-00019.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['735', ['081109', '203533', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000033_0/part-00033.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['736', ['081109', '203533', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000063_0/part-00063.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['737', ['081109', '203533', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000210_0/part-00210.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['738', ['081109', '203533', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000217_0/part-00217.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['739', ['081109', '203533', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000232_0/part-00232.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['740', ['081109', '203533', '30', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000265_0/part-00265.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
['741', ['081109', '203533', '31', 'INFO', 'dfs.FSNamesystem', 'BLOCK*', 'NameSystem.allocateBlock:', '/user/root/rand/_temporary/_task_200811092030_0001_m_000231_0/part-00231.', 'E22', 'BLOCK*', 'NameSystem.allocateBlock:<*>']]
